Drug Name,Price
ARIPIPREX 30mg f.c.tab.,80
BONE CAL 500mg f.c.tab.,6
HIBIOTIC N 200mg/28.5mg/5ml susp.,15
NEO-MICHAELON 125mg susp.,6
VENLATRIN 37.5mg tab.,18
SOMINALETTA 40mg/ml I.M.amp.,3
VERMIN 100mg tab.,2
CIPRAPRO 10mg f.c.tab.,45
OTOCALM ear drops,2
HALOPROL 5mg/ml I.M. amp.,6
INTRAPERITONEAL DIALYSIS SOL.(ACETATE) WITH 1.7% ANHYDROUS DEXTROSE,4
MACROPRIM 660mg tab.,12
HIGHCEF 250mg tab.,24
VANCOMIX 500mg I.V.vial,52
ISOMAK RETARD 20mg cap.,3
CITRO-K 1.102g/5ml syrup,8
GONAPURE 75I.U./ml I.M./S.C.amp.,85
GONAPURE 150I.U./ml I.M./S.C.amp.,128
CARVID 6.25mg tab.,6
RHEUMARENE 25 mg E.C.tab.,2
LUBRIVISC 0.1% eye drops,7
BRADORAL 0.5mg lozenge,4
ATRACURIUM 10mg/ml amp. (R1),16
ATRACURIUM 10mg/ml amp.,24
KANZAR H 25/100mg f.c.tab.,14
LANZOFUTAL 15mg hard gelatin capsules,18
LODOZ 5/6.25 f.c.tab,9
ACNE FREE 0.02% gel,4
ACNE FREE 0.05% cream,5
HYPOPRESS D tab.,8
VERSERC 24mg tab.,10
KANZAR 100mg f.c. tab.,14
GLUCOPHAGE 500mg f.c.tab.,3
SIGOTRYL 2mg tab.,3
CETAFEN dispersible tab.,4
CARDIOMIL 240mg S.R.caps.,8
DICLAC 150ID RETARD tab.,20
DICLAC 75mg ID RETARD tab.,13
SIMVACOR 80mg f.c.tab.,42
SIMVACOR 40mg f.c.tab.,30
ZALOSED 10mg caps.,10
IPANTEN 30mg/5ml susp.,5
AMOCLOX 500mg caps.,11
ANDROXINE 250mg tab.,35
PROMACID 100mg sugar coated tab.,3
PRED FORTE 1% eye drops,17
CLOMID tab.,12
MUCOSOL 375mg caps.,6
BIOCARDIS 40mg tab.,14
NERICID 0.1% cream,6
CIDODIAN DEPOT I.M.amp.,15
FLUCAMOX 250mg caps.,6
RAFIX 10mg tab.,40
NERICID C Cream,6
DOLOBAN 250mg tab,6
ALEXOQUINE 250mg tab.,2
NERICID 0.1% oint.,6
ANAPLATE 75mg sugar coated tab.,2
ETAPHYLLINE 0.1gm/ml amp.,6
KAST 10mg tab.,35
FLAMOTAL 400mg f.c. tab.,3
LAROGEN 100mg tab.,22
NOVALGIN OBLONG 500mg f.c tab.,4
TARIFLOX 400tab.,12
CLOVACORT 0.5mg/ml scalp lotion,12
RISDAL 4mg f.c.tab.,40
RISDAL 2mg f.c.tab.,26
ADWIFLAM 75mg supp.,5
BEKCIUM 250mg caps.,4
BEKCIUM 500mg caps.,7
COTRIL 400/80mg tab.,3
TOP-FLAM oint.,5
CUTISTAD 1% topical spray,8
E.P.O. 2000I.U. I.V./S.C.vial,60
E.P.O. 3000I.U. I.V./S.C.vial,85
E.P.O. 4000I.U. I.V./S.C.vial,115
MOFLOX 400mg f.c.tab.,54
TOP-FLAM cream,5
SPASMOFREE 5mg/2ml I.V./I.M. amp.,2
AMPICLOX 500mg caps.,7
MYOGREL 75mg f.c.tab.,120
ORCHATEARS PLUS 50mg/ml eye drops,6
THROMBEXX 15mg/ml S.C.amp.,60
DISARTAN 80mg caps.,15
BISADYL 10mg/37ml enema,4
NOVALGIN 500mg/ml solution for I.M./I.V. inj.,2
DISARTAN 160mg caps.,18
ADWIFLAM 25mg infantile and children supp.,3
IDIQUIN 400mg f.c.tab.,30
IDIAVIX 75mg f.c.tab.,48
IDIQUIN 200mg f.c.tab.,19
REIFERON RETARD 160mcg/1.2ml vial,370
PLENTOPINE 2.5 mg M.R.f.c.tab.,10
RABEZOLE 20mg enteric coated tab.,16
PANTOPRAZOLE 40mg entric coated tab.,25
IDIZOLE 20mg enteric coated tab.,16
TIAPRIDAL 100mg tab.,9
VALSAR 80mg caps.,15
ADAMAT 250mg caps.,7
POWER CAPS caps.,4
IDISARTAN 80mg caps.,14
IDIXOR 75mg  tab.,22
CLOVACORT 0.5mg/g gel,6
MAXIPAN f.c.tab.,9
HIBIOTIC N 400mg/57mg/5ml susp.,23
IDIXOR 37.5 mg tab.,15
VENTAIR 20mg f.c.tab.,22
RABICID 10mg enteric coated tab.,11
IDULAIR 10mg f.c.tab.,30
INTRAGLOBIN F 50mg/ml I.V.infusion (R2),600
INTRAGLOBIN F 50mg/ml I.V.infusion (R1),1450
INTRAGLOBIN F 50mg/ml I.V.infusion,2850
FERRO SANOL DUODENAL Cap.,10
ALUCAL 320mg chewable tab.,2
ZOVIRAX 400mg  tab.,28
ERYTHROPRIM f.c.tab.,11
PLENTOPINE 10mg M.R. f.c.tab.,23
ETAPHYLLINE PHENOBARBITAL syrup,3
EUCARBON tab.,4
IDULAIR 5mg chewable tab.,20
DOLPHIN K 75mg supp.,5
BORGASTATIN 40mg tab.,45
PK-MERZ 100mg f.c.tab.,7
COLONA f.c.tab.,5
POVIDONE 1% mouth wash,2
PROPHALLERGE 1mg tab,9
PLENTOPINE 5mg M.R.f.c.tab.,15
FIESTO 90mg delayed release caps.,48
DIAROL 0.5mg tab.,4
DIAROL 1mg tab.,7
DIAROL 2mg tab.,10
SERPASS 100mg f.c.tab.,32
TRI-BROXOL soft gelatin caps.,4
RISPADEX 1mg/ml syrup (R1),40
RISPADEX 1mg/ml syrup,65
PROSCAR 5mg f.c.tab.,157
EFFOX 40mg tab.,12
EFFOX 20mg tab.,8
FLAMOTAL  600mg f.c.tab.,4
FAREX f.c.tab.,6
UTROGESTAN 100mg soft gelatin caps.,9
INFLACAM 0.5% gel,4
INFLACAM 20mg caps.,5
INFLACAM 20mg dispersible tab.,7
INFLACAM 10mg dispersible tab.,7
INFLACAM 10mg caps.,7
RAPIFEN 200mg soft gelatin caps.,4
RIBAVIRIN 400mg caps.,16
RIBAVIRIN 200mg caps.,9
ALERTAM 180mg f.c.tab.,14
MICORT 10mg tab.,2
ALERTAM 60mg f.c.tab.,5
PAIN FREE gel,6
CLOVACORT 0.05% oint.,6
NEOMYCIN AND POLYMYXIN B SULFATE topical spray (R1),12
NEOMYCIN AND POLYMYXIN B SULFATE topical spray,10
ISOTRETINOIN 10mg soft gelatin caps.,33
ISOTRETINOIN 20mg soft gelatin caps.,50
EDEMEX 1mg tab.,3
INFLACAM 20mg supp.,4
NETLOOK 20mg soft gelatin caps.,50
NETLOOK 10mg soft gelatin caps.,30
RUTA-C 60mg tab.,3
TAVACIN 500mg f.c.tab.,27
SIGMADONE 3mg tab.,28
MULTIRELAX 10mg f.c.tab,8
PRONTOGEST 100mg/2ml I.M.amp.,8
ATOR 20mg f.c.tab.,35
ATOR 40mg f.c.tab.,45
ADENO B6 f.c.tab.,6
PARACETAMOL 500mg tab. B.P.80,2
EPCIFAM PLUS chewable tab.,5
CONA-ADIONE 10mg chewable tab. (R2),6
CONA-ADIONE 10mg chewable tab. (R1),58
CONA-ADIONE 10mg chewable tab.,18
ISOTAN 100% inhalation solution,110
NILSID 100mg sachets,6
OSTEOMAX 40mg f.c.tab.,19
DIGENORM enteric coated tab.,4
LODIPINE 2mg f.c.tab.,7
MODAZAR 25/100mg f.c.tab.,14
LAMISIL 250mg tab.,47
SACROFER 100mg/5ml  amp for I.V. inj.,20
ODEMENT 40mg tab.,1
PROVIMIST tab.,14
DUXIL f.c.tab.,20
NOVALGIN CHILDREN  300mg supp.,2
MICONOL 2% cream,3
OPIRALINE 100mg f.c.tab.,32
NEPHRO STERIL 7% I.V.infusion,64
UNOCRON M.R.30mg f.c.tab.,3
REPAGLID 0.5mg tab.,4
DEXAGEL 0.985mg/gm viscous eye drops,7
AMINOSTERIL N HEPA 8% I.V.infusion,63
SULPHARGIN 1% cream,3
LAMISIL 125mg tab.,44
PROPENCIVIR 250mg f.c.tab.,90
PROPENCIVIR 500mg f.c.tab.,135
DALACIN C 300mg caps.,35
CARDIOMIL 120mg S.R.caps.,5
REPAGLID 1mg tab.,6
DOMPERIDONE 10mg tab.,6
ALPRAX 1mg S.R. caps.,6
AMPICILLIN FORTE 500mg caps.,6
PROPENCIVIR 125mg f.c.tab.,58
VISCERALGIN 50mg f.c.tab.,10
SUTRIM 200/40 susp.,4
DIVAKOTE 500mg SR.tab.,18
FLADAZOLE 500mg sachet,12
SPASCOLON 50mg f.c.tab.,8
ULTRASOLV f.c.tab,8
ACETORPHAN CHILDREN 30mg oral sachet,8
REMTOZAR 100mg f.c.tab.,29
AMINOSTERILE KE 10% I.V.infusion,62
DIMRA f.c.tab.,10
REMTOZAR-D 25/100mg f.c.tab.,29
RANCIF 250mg f.c.tab.,14
PERIDOL 100mg I.M.amp.,45
DURAZAC WEEKLY 90mg delayed release caps.,48
TOPIRAMATE 200mg f.c.tab.,42
ALENDENE 70mg tab.,35
OSTEOMEPHA 70mg tab.,35
RABICID 20mg enteric coated tab.,20
CHOLETIMB 10 mg tablet,65
TAMSULIN 0.4mg caps.,35
ETACYNONE 500mg tab.,7
KEFLEX 250mg/5ml pd. For oral susp.,9
HIPRESS-D caps.,9
ALPHINTERN f.c.tab.,12
ROWAPRAXIN 10mg tab.,4
ROWAPRAXIN FORTE 20mg tab.,4
RELPAX 40mg f.c.tab.,72
PRIMOMYCIN susp.,6
MAXIPRIL 20mg tab.,10
ETACYNONE 250mg tab.,4
RIBA 400mg caps.,48
BORGASONE 0.1% lotion,12
BRUFEN RETARD 800mg M.R.f.c.tab.,14
PRIMPERAN 10mg/2ml amp.,15
MUCLEAR 4mg/5ml syrup,3
PROCIDAL 7.5% topical solution,6
ADAPALENE 0.1% gel,10
THIAMPHENICOL 250mg caps.,4
PONOFORTE 500mg caps.,4
PRAXILENE 200mg f.c.tab.,15
ABILIFY 15mg tab.,270
PERFALGAN 1g/100ml sol.for I.V.vial (R1),12
PERFALGAN 1g/100ml sol.for I.V.vial,22
ABILIFY 10mg tab.,180
EPOTIN 2000I.U./ml S.C./I.V.vial,60
EPOTIN 4000I.U/1ml S.C/I.V vial,115
RISEK 40mg I.V.infusion,45
VANCOLON 500mg I.V.vial,45
HISTASERIC 8mg tab.,3
ZAROTEX 0.1% gel,21
MOXACIN 400mg f.c.tab.,58
AVIPECT syrup,4
MIRAPRO N 20mg caps.,10
CALCIUM GLUCONATE U.S.P.27 I.V. inj.,9
LAMOTRINE 50mg tab.,10
DIAVANCE 5/500mg f.c.tab.,7
LACTOLINE 100% syrup (R1),5
LACTOLINE 100% syrup,9
VITAMIN C SEDICO 1g effervescent sachets,4
DIAVANCE 2.5/500mg f.c.tab.,5
AMOFLUXIN 500mg caps. (R1),8
AMOFLUXIN 500mg caps.,4
ADOL COLD caplets,10
DIFLUCAN 5mg/ml syrup,68
FELDENE 20mg/ml I.M.amp.,13
CARVILOC 25mg tab.,10
AERIUS 5mg f.c.tab.,23
MULTIVAROL oral drops,2
ULTRACAINE 5% gel,3
MONICURE 400mg vaginal supp.,5
UVAMINE RETARD 100mg caps.,9
CEREBRO 400mg caps.,7
CONTRAMAL 150mg S.R.tab.,9
CONTRAMAL 100mg/ml oral drops,7
CONTRAMAL 200mg S.R.tab.,10
CIALIS 20mg f.c.tab.,39
AGGRASTAT 12.5mg/50ml I.V.infusion,1385
HI-GLITAZONE 15mg tab.,23
CRYPTONAZ 100mg/5ml susp.,12
HYFRESH 0.2% eye drops,19
CEPHOXIN 500mg vial,4
CEPHOXIN 1g vial,7
TERACIN 2mg soft gelatin capsule,8
TERACIN 5mg soft gelatin caps.,12
VASORIN 0.06g/2ml amp.,3
SYMBICORT 160/4.5mcg/dose turbuhaler,95
MYFORTIC 360mg f.c.tab.,215
MYFORTIC 180mg f.c.tab.,115
RHINO C tab.,2
TERRAMYCIN oint.,5
NEOZOLID 600mg tab.,18
TERRAMYCIN eye oint.,4
GARAMYCIN 20mg/2ml amp.,6
RIBA 200mg caps.,30
STRIPSORE lozenges,5
DIPROSALIC oint.,5
OSPEN 1500 f.c.tab.,10
CONTIMAX 100mg/100ml syrup,8
CISPLATIN 1mg/ml vial (R1),110
CISPLATIN 1mg/ml vial,58
CIDAL C tab.,0
DELTARHINO nasal spray,5
GARAMYCIN 40mg/ml amp.,9
OLAPEX 5mg f.c.tab.,40
OLAPEX 10mg f.c.tab.,60
BRINERDIN f.c.tab.,15
RELAXIGED caps.,5
AMFLUX 1g vial,5
AMFLUX 500mg vial,4
MULTISOL aerosol spray,21
APIXOL 0.5% eye drops,16
APICORTE FORTE 1% eye drops,17
PRISOLINE BLUE eye drops,2
FLAMIBRU 75mg caps.,4
ALFACEF 750mg f.c.tab.,40
MUCOCYCLINE S.R.caps.,10
TYMER 0.3% eye drops,21
RHEUXICAM 8mg f.c.tab.,13
ACYCLOSTAD 5% cream,4
CLOVACORT 0.05% cream,6
DEPOVIT B12-1000 amp.,7
FASIGYN  500mg tab.,6
FUCIDIN 2% cream (R1),18
FUCIDIN 2% cream,10
DIAMICRON 60mg M.R.tab.,8
UROGRAFIN 76% (Aqueous solution) amp.,16
IDELOX 400mg f.c.tab.,58
STARLIDINE 60mg f.c.tab.,8
STARLIDINE 120mg f.c.tab.,12
BISOLVON 4mg/5ml elixir,4
PERITONEAL DIALYSIS SOLUTIONL LACTATE IN GLUCOSE 4.25 % (R1),6
PERITONEAL DIALYSIS SOLUTIONL LACTATE IN GLUCOSE 4.25 %,9
NOOTROPIL 800mg f.c.tab.,15
NEO-MEDANINE F.R.10mg tab.,22
TIRATAM 500mg f.c.tab.,42
RIFAMPIN 300mg caps B.P.2004 Misr,8
RANDIL 20mg tab.,12
BURINEX 1mg tab.,4
FLUSTOP tab.,2
FLUREST tab.,4
SETAVLON CONC topical solution,86
DOXY PLUS STADA 100mg M.R.caps.,9
EPCIMOX 125mg oral disintegrating tab.,3
EPCIMOX 250mg oral disintegrating tab.,5
SEDALAC 3.35gm/5ml syrup (R1),6
SEDALAC 3.35gm/5ml syrup,10
VISCERALGINE 10mg/5ml syrup,6
LIOMETACIN 50mg/2ml lyophilized amp.,18
VENTOBRONCHAL PLUS tab.,4
CARVIPRESS 12.5mg tab.,9
BISOCCARD 10mg f.c.tab.,8
SINOPRIL-CO 12.5/20mg tab.,13
ACYCLOVIR 400 STADA tab.,10
ECTOMETHRIN 5% lotion,8
ECTOMETHRIN 2.5% emulsion,5
SYMBICORT 80/4.5mcg/dose turbuhaler,90
GAST-REG 100mg supp.,3
ACYCLOVIR 800mg tab.,14
ALZAC 10mg caps.,7
FLAMOTAL  10% topical Cream,4
DALACIN 2% vaginal cream,30
DALACIN T 1% solution,25
DURACIN 4mg tab.,18
DURACIN 1mg tab.,10
REPAGLINIDE 1mg tab.,7
NEOCEF 500mg caps.,10
CIDOVIRON 25mg tab.,35
ACNI-CARE  2% lotion,6
VEINATONIC tab.,7
PROFUSOL 400mg S.G  liqui caps.,4
PSYCHODAL 3mg f.c.tab.,26
PSYCHODAL 1mg f.c.tab.,12
TOLMETIN 400mg caps.,22
TOLMETIN 200mg caps.,15
METROZOLE 250mg tab.,3
DONEPEZIL 5mg f.c.tab.,60
PHYTONADIONE 10mg chewable tab.,6
POVIDONE-IODINE 1% mouth wash and gargle,3
GENMYCIN 0.3% cream,5
GENMYCIN 0.3% oint.,5
VIROKAN 100mg/5ml syrup,14
MYOLDIN 4mg tab.,6
UNIPHYLLINE CONTINUS 400mg tab.,6
LIPOVAST 10mg f.c.tab.,4
AGGREX 250mg microencapsulated granules tab.,4
AGGREX 75mg microencapsulated granules,2
ALOREED oint.,16
CYCLOVIRAL 200mg tab.,21
FLUCORAL 150mg caps.,15
CLOZAPINE 25mg tab.,4
KERELLA oint.,4
ULTRAVIST 370 (Aqueous solution) vial,92
YOSTIRETIC tab.,2
TDA 0.1g/10g oint.,16
NIFUNAL 200mg caps.,6
SANDOGLOBULIN 1g I.V infusion,400
SANDOGLOBULIN 3g I.V.infusion,1150
SANDOGLOBULIN 6g I.V infusion,2250
LIGNOSOL aerosol spray,18
FLUOZAC 40mg caps.,17
KERELLA lotion,8
CEFDIN 300mg caps.,63
E-MOXCLAV 1g f.c.tab.,14
GAPTIN 300mg caps.,20
DONEPEZIL 10mg f.c.tab.,78
AKNEMYCIN 2% oint.,3
GARAMYCIN 80mg/2ml amp.,9
UNASYN 750mg I.M./I.V.vial,12
PREDSOL FORTE 15mg/5ml syrup (R1),18
PREDSOL FORTE 15mg/5ml syrup,12
AMOFLUXIN 500mg vial,4
COLOVERIN-D f.c.tab.,6
PLENDIL 2.5mg prolonged release f.c.tab.,39
PLENDIL 5mg prolonged release f.c.tab.,54
PLENDIL 10mg prolonged release f.c.tab.,75
EBASTEL 10mg tab.,10
RESTOLAM 0.5mg tab.,4
RESTOLAM 1mg tab.,6
ULTRAVIST 300mg vial,80
CYTOCARB 150mg/15ml vial (R1),425
CYTOCARB 150mg/15ml vial,150
CYTOCARB 450mg/45ml vial,425
ETOSID 100mg/5ml vial,36
LECARDOPA tab.,9
YUTOPAR 10mg/ml amp.,10
CONCOR 5mg f.c.tab.,7
CONCOR 10mg f.c.tab.,10
AMITRIPTINE 50mg tab.,4
KIZOL 200mg tab.,18
MUCOVENT tab.,1
FLUVIXAL 2mg f.c.tab.,11
DELPANTO 20mg enteric coated tab.,20
ADWIPRIL 2mg tab.,10
ALKA sachets,4
MYKOTRAL 200mg vaginal tab.,5
SABOCTIC 600mg f.c.tab.,18
SABOCTIC 300mg f.c.tab.,19
OSIPECT syrup,3
HAEMOSTATINE 250mg tab.,4
SENDOCIN 9 100mg vaginal ovules,6
SPASMOREST 10 mg/ml amp.,2
ZINCFRIN  eye drops,4
LACTEOL FORTE 10billion sachet,10
ACTOZONE 30mg tab.,34
LACTEOL FORTE  5billion caps.,10
DIOSMIN 500mg f.c.tab.,8
BIVATRACIN aerosol powder,16
TRIVATRACIN aerosol powder,20
TALOPRAM 40mg f.c.tab.,36
IVERMINE 6mg caps.,2
CETAL 250mg/5ml susp.,2
PULMONAL N syrup,4
SPASMOCIN 15mg supp.,1
PHENADONE syrup,4
ZESTRIL 5mg tab.,8
RANITIDINE 300mg f.c.tab.,9
GLYCERIN 1.47gm adult supp.,1
ETOSID 50mg soft gelatin caps.,50
METHOCIP 50mg/2ml vial,14
PHOTERICIN B 50mg/15ml vial,55
DOLO-D susp. (R1),3
DOLO-D susp.,6
TEGRETOL 2% syrup,8
TIZYL 4mg tab.,6
CLEAREST caps.,5
TETRACORT oint. (R1),2
TETRACORT oint.,3
NORBACTIN 400mg f.c.tab.,14
NORBACTIN 800mg f.c.tab.,10
DERMOTRACIN aerosol powder,23
OCTOVENT PLUS syrup,4
THIOTEX 300mg caps.,9
RISEFUTAL 5mg f.c.tab.,20
PACLITAX 30mg/5ml vial (R1),800
PACLITAX 30mg/5ml vial,340
CYTOMID 250mg tab.,34
NEOPHOS 200mg/15ml vial,6
NEOPHOS 1000mg/50ml vial,18
TRI-B  I.M.amp.,9
LIGNOCAINE 5% cream,2
NITROMAK RETARD 2.5mg caps.,26
THROMBO 75mg f.c.tab.,123
ROWAPRAXIN FORTE 30mg supp.,3
CLOBITAT 0.05% oint.,4
ALMITAT 0.05% oint.,4
PANTAZOL 40mg vial,28
PRIDOCAINE topical cream,7
ZINC OLIVE lotion,6
LASILACTONE 50/20mg tab.,8
LASILACTONE 100/20mg f.c.tab. (R1),10
LASILACTONE 100/20mg f.c.tab.,20
PE-HA-LURON F 1.6% prefilled syringe. (R1),140
PE-HA-LURON F 1.6% prefilled syringe.,100
NAPROFEN 500mg tab.,6
CIDAMEX 250mg tab.,4
TOBREX 0.3% eye drops,16
VASCULAR 20mg tab.,2
MULTISANOSTOL WITH IRON syrup (R1),8
MULTISANOSTOL WITH IRON syrup,14
MULTISANOSTOL syrup (R1),13
MULTISANOSTOL syrup,7
ECOPRIN 325mg enteric coated tab.,3
HIBIOTIC 625mg f.c. tab.,26
ACTOZONE 45mg tab.,50
KETAMINE 50mg/ml vial,8
MYKOTRAL 400mg vaginal tab.,6
CAVINIL 5mg tab.,4
GASTRONORM 10mg sachet,4
HAIR PLUS-BACK 2% scalp lotion,48
METHOTREXATE 2.5mg tab. (R1),81
METHOTREXATE 2.5mg tab.,32
ZYLORIC 300mg tab.,10
CARBOLASE 375mg caps.,6
DEXTRAN 40 (10 %W/V) INTR.INFUSION & GLUCOSE 5 % B.P.,18
CIPROCORT otic drops,7
TAMOXIFEN 10mg tab.,17
VOLTAREN SR 100mg f.c.tab.,14
VOLTAREN S.R.75mg f.c.tab.,12
HISTAZINE-1 1gm/100ml oral drops,5
CLIOSONE cream,4
ZYMAGALLIN tab.,3
OPTIPRED 10mg/ml eye susp.,17
TROSYD 1% dermal powder,8
TROSYD 28% nail solution,29
TERRACORTRIL  topical ointment,2
ETACYNONE 250mg/2ml amp.,4
HEBIXIME 200mg caps.,32
HEBIUROXIME 125mg f.c.tab.,14
BECLOSONE 0.025% cream,3
SOLVINAL effervescent granules,3
FINEPANTHENOL 5% cream,3
CALCIUM FOLINATE 50mg/5ml vial (R1),38
CALCIUM FOLINATE 50mg/5ml vial,140
TOCO 400mg soft gelatin capsule,11
SPIRAZOLE FORTE tab.,10
MAXA-FLOX 400mg f.c.tab.,20
UNASYN 1500mg I.M./I.V.vial,17
BILHARZINE 600mg f.c.tab.,10
GENEXOL 6mg/ml I.V.infusion (R1),1000
GENEXOL 6mg/ml I.V.infusion,380
HYALGAN 20mg/2ml intra-articular prefilled syringe,165
CYCRAM 200mg powder for I.V. vial,6
EVASTINE 5mg/5ml syrup,12
ASPOCID 300mg tab.,8
CIDOPHAGE 1000mg f.c.tab.,2
GLUCOFER 300mg sugar coated tab.,0
PERSANTIN 75mg tab.,3
IVERMINE 10mg/10ml susp.,3
CLAFORAN  0.25gm vial,9
FASTGRAINE RAPID dispersible 200mg tab.,6
PENCITARD 1200000 I.U./vial,4
OPTIFUCIN 1% viscous eye drops,15
NEOPRED-P eye/ear susp.,10
ZESTRIL 10mg tab.,15
ZESTRIL 20mg tab.,21
ROWAPRAXIN 10mg supp.,3
ISOXAN 2gm  I.V.vial,115
VANCOZIN 500 mg vial,38
AMIKIN 500mg/2ml vial,15
ZITHROMAX 250mg caps.,54
TERBIN 1% topical solution,8
E-ZE-P 2mg S.G. caps.,5
AMIKIN 100mg/2ml vial,5
E-ZE-P 5mg S.G. cap.,8
FOLIC 0.8mg tab.,2
SEPTOGEL oral gel,8
E-ZE-P 1mg s.g. cap.,4
EUROPACK COLD MED.effervescent sachet,3
LIPONA 20mg f.c.tab.,30
ACNE BIOTIC paint,7
MICORT 1% cream,4
RHEUMAFEN ACTI-GEL 1% gel,3
PLEMAZOL 0.1% oral drops,2
METHYLDOPA 250mg f.c.tab.,5
CYTOBLASTIN 10mg/10ml vial,40
BLEOCIP 15I.U./vial,85
ONCODOX-50 50mg vial,130
NEOFLUR 250mg/5ml amp.,28
CYTODROX 500mg caps.,12
RISCURE 2mg f.c.tab.,22
SUMIGRAN 25mg tab.,8
CARBOLASE 2gm/100ml syrup,4
PROFUSOL 200 S.G.  liqui-caps.,3
ZANTAC 50mg/2ml I.M/I.V amp.,14
AZATHIOPRINE 50mg f.c.tab.,64
LACTULAX 67% syrup (R1),6
LACTULAX 67% syrup,6
ANTODINE 20mg f.c.tab.,4
ANTODINE 40mg f.c.tab.,26
TOCO 1000mg soft gelatin caps.,16
PREFRIN LIQUIFILM eye drops,2
AMRIZOLE 0.5% vial,11
RHEUXICAM 4mg f.c.tab.,6
ALFATRAL 5mg S.R. f.c.tab.,17
DIANORMAL 80mg tab.,6
AMPICILLIN  500mg caps.,7
TAMSUL 0.4mg capsule,35
PAKLITAXFIL 100mg/16.7ml vial,1134
PAKLITAXFIL 150mg/25ml vial,1701
PAKLITAXFIL 30mg/5ml concentrate I.V.infusion,380
TWINRIX ADULT VACCINE prefilled syringe,180
DOCETAXEL FILAXIS 80mg/2ml vial,2400
DOCETAXEL FILAXIS 20mg/0.5ml vial,650
OROSEPT MISR gargle,4
HYPOPRESS 25mg tab.,3
ZINCOMYCIN eye drops,2
DEPOLVIX B12 1mg/ml amp.,3
MYKOTRAL TINCTURE 2% topical paint,5
RAFIX 20mg tab.,50
ACNI-CARE 2% top. Gel.,4
CIPAZOLE FORT 1g tab.,7
MEPACOFEN L.A. 150mg tab.,6
MEPACOFEN 100mg S.R.caps.,4
LEVOCARNINE 500mg tab.,18
MONOMAK DEPOT 100mg f.c.tab.,16
FUCIDEL 2% cream,5
BETAFUCIN cream,6
DOLPHIN K 75mg/3ml I.M.amp.,7
VEINPO 5mg tab.,4
UNICTAM 3g vial,17
BORGASONE 0.1% oint.,12
ORPHAMOL tab.,3
BUSCOPAN 20mg/ml amp.,2
ACETYLCISTEIN 200mg sachet,8
ORUDIS 100mg supp.,2
ISOPTO ATROPINE 1% eye drops,6
TOBREX  0.3% eye oint.,13
BORGASONE 0.1% cream,12
SOMAZINA 100mg/ml oral drops,15
SOMAZINA 500mg/4ml amp for IV/IM inj.,10
OCTOZAC 20mg caps.,18
CONTRAMAL 100mg supp.,5
GLYCERIN 735mg infantile supp.,1
DIAQUIT 850mg tab.,2
QUIBRON T/SR 300mg tab. (R1),12
QUIBRON T/SR 300mg tab.,50
INFEX 100mg f.c.tab.,7
ISOPTO CARPINE 1% eye drops,6
ISOPTO CARPINE 2% eye drops,8
CLINDACINE 150mg caps.,8
LOWPARIN 40mg/0.4ml S.C.amp.,14
ISOCID 100mg tab.,0
CISPLATINE MYLAN 50mg/50ml vial,54
LIPOFUNDIN MCT/LCT 20% I.V.infusion,58
AMINOPLASMAL 5%E I.V. infusion,36
MUCLEAR caps.,3
RETARPEN 1.2 M.I.U. vial,4
BRAIN-OX 30mg S.R.caps.,12
MULTIVITOL FORTE syrup,8
DETRUSAN 5mg tab.,4
F-CORTEN 4mg/ml ampoule (R1),1
F-CORTEN 4mg/ml ampoule,105
CLARIMYCIN 500MG f.c. tablet,30
ASMALAIR 10mg tab.,40
MONOPRIL 20mg tab.,24
MONOPRIL 10mg tab.,16
CONTACID  contact lens solution,7
VAGICLIND 2% vaginal cream,15
PARAMOL 125mg paediatric supp.,2
THEOPHYLLINE 200mg S.R. tab.,5
AMRIZOLE  N vag.supp.,2
HEMOHES 6% I.V.infusion,56
ORCHADEXOLINE eye drops.,7
BRICANYL 30mg/100ml syrup,4
EPIAO 2000I.U./ml vial,28
EPIAO 4000I.U./ml vial,52
"LANOXIN 0.5mg/2ml amp.
(Hospital)",14
EUTHYROX 50mcg tab.,1
EUTHYROX 100mcg tab.,1
MEPABRUFEN 300mg supp.,2
MEPABRUFEN 500mg supp.,2
INFLACAM 20mg/ml amp.,4
CLEARALIQUE FORTE 4% cream,6
MUCOBROXOL 75mg S.R.caps.,6
CLEARALIQUE 2% cream,4
XALACOM eye drops,125
TRILEPTAL 600mg f.c.tab.,38
CAPOTRIL 25mg tab.,6
CEFOZON 1gm vial,14
NERICID FORTE  3mg/g  fatty ointment,10
NERICID 0.1%  fatty ointment,7
FORTECORTIN 8mg/2ml  mono ampoule for I.V./I.M. inj.,3
SLOW K 600mg f.c.tab.,2
MUCOSOL ADULT 250mg/5ml syrup (R1),5
MUCOSOL ADULT 250mg/5ml syrup,2
BIOLAVAG 0.3% vaginal douche,4
NIGHT & DAY N f.c.tablet,2
EUROPACK for cough effervescent sachets,4
DEXTRAN 70 6% NORMAL SALINE,18
TRITACE 1.25mg tab.,8
TRITACE 5mg tab. (R1),29
TRITACE 5mg tab.,14
TRITACE 2.5mg tab.,10
TOFRAMINE 25mg tab.,4
NEOSTIGMINE METHYL SULPHATE 0.5mg/ml amp.,3
ABEVAC 1mg/ml vial,10
ONE ALPHA 0.5mcg soft gelatin caps.,36
NEXIUM 20mg f.c.tab.,49
NEXIUM 40mg f.c.tab.,73
